MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS ,,
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km),,
2009,FORD,ESCAPE,SUV,3.0,6,A6,X,13.0,9.1,11.3,25,260,,
2009,FORD,ESCAPE AWD,SUV,2.5,4,A6,X,12.3,9.4,11.0,26,253,,
2009,FORD,ESCAPE AWD,SUV,3.0,6,A6,X,13.6,9.8,11.9,24,274,,
2009,FORD,ESCAPE HYBRID,SUV,2.5,4,AV,X,6.9,7.6,7.3,39,168,,
2009,FORD,ESCAPE HYBRID AWD,SUV,2.5,4,AV,X,8.2,8.8,8.5,33,196,,
2009,FORD,EXPLORER 4X4,SUV,4.0,6,A5,X,18.0,12.9,15.7,18,361,,
2009,FORD,EXPLORER 4X4,SUV,4.6,8,A6,X,17.2,12.2,15.0,19,345,,
2009,FORD,EXPLORER SPORT TRAC,PICKUP TRUCK - STANDARD,4.0,6,A5,X,17.7,12.7,15.4,18,354,,
2009,FORD,EXPLORER SPORT TRAC,PICKUP TRUCK - STANDARD,4.6,8,A6,X,16.1,11.5,14.0,20,322,,
2009,FORD,EXPLORER SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4.0,6,A5,X,18.0,12.9,15.7,18,361,,
2009,FORD,EXPLORER SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4.6,8,A6,X,17.2,12.2,15.0,19,345,,
2009,FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,A4,X,16.4,12.5,14.6,19,336,,
2009,FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,A6,X,16.1,11.5,14.0,20,322,,
2009,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.6,8,A6,X,17.3,12.7,15.2,19,350,,
2009,FORD,F150 4X4 FFV,PICKUP TRUCK - STANDARD,5.4,8,A6,X,17.4,13.3,15.6,18,359,,
2009,FORD,F150 4X4 FFV,PICKUP TRUCK - STANDARD,5.4,8,A6,E,23.8,18.2,21.3,13,341,,
2009,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.4,8,A6,X,16.8,12.3,14.8,19,340,,
2009,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.4,8,A6,E,22.9,16.9,20.2,14,323,,
2009,FORD,F150 SFE,PICKUP TRUCK - STANDARD,4.6,8,A6,X,16.0,11.3,13.9,20,320,,
2009,FORD,FLEX,SUV,3.5,6,A6,X,14.4,9.9,12.4,23,285,,
2009,FORD,FLEX AWD,SUV,3.5,6,A6,X,15.1,10.9,13.2,21,304,,
2009,FORD,FOCUS,COMPACT,2.0,4,A4,X,9.8,7.2,8.6,33,198,,
2009,FORD,FOCUS,COMPACT,2.0,4,M5,X,9.8,6.8,8.5,33,196,,
2009,FORD,FUSION,MID-SIZE,2.3,4,A5,X,11.5,8.3,10.1,28,232,,
2009,FORD,FUSION,MID-SIZE,2.3,4,M5,X,11.5,8.2,10.0,28,230,,
2009,FORD,FUSION,MID-SIZE,3.0,6,A6,X,13.2,9.1,11.4,25,262,,
2009,FORD,FUSION AWD,MID-SIZE,3.0,6,A6,X,13.9,9.5,11.9,24,274,,
2009,FORD,GRAND MARQUIS FFV,FULL-SIZE,4.6,8,A4,X,15.0,10.2,12.8,22,294,,
2009,FORD,GRAND MARQUIS FFV,FULL-SIZE,4.6,8,A4,E,20.0,13.6,17.1,17,274,,
2009,FORD,MUSTANG,COMPACT,4.0,6,A5,X,14.6,10.1,12.5,23,288,,
2009,FORD,MUSTANG,COMPACT,4.0,6,M5,X,14.0,9.3,11.9,24,274,,
2009,FORD,MUSTANG,COMPACT,4.6,8,A5,X,15.5,11.0,13.5,21,311,,
2009,FORD,MUSTANG,COMPACT,4.6,8,M5,X,15.4,10.3,13.1,22,301,,
2009,FORD,MUSTANG,COMPACT,5.4,8,M6,Z,17.2,11.9,14.8,19,340,,
2009,FORD,RANGER,PICKUP TRUCK - SMALL,2.3,4,A5,X,12.0,9.8,11.0,26,253,,
2009,FORD,RANGER,PICKUP TRUCK - SMALL,2.3,4,M5,X,11.3,8.9,10.2,28,235,,
2009,FORD,RANGER,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.0,11.4,13.4,21,308,,
2009,FORD,RANGER,PICKUP TRUCK - SMALL,4.0,6,M5,X,15.6,11.4,13.7,21,315,,
2009,FORD,RANGER 4X4,PICKUP TRUCK - SMALL,4.0,6,A5,X,16.9,13.3,15.3,18,352,,
2009,FORD,RANGER 4X4,PICKUP TRUCK - SMALL,4.0,6,M5,X,16.0,12.6,14.4,20,331,,
2009,FORD,TAURUS,FULL-SIZE,3.5,6,A6,X,13.2,8.6,11.1,25,255,,
2009,FORD,TAURUS AWD,FULL-SIZE,3.5,6,A6,X,14.3,9.8,12.3,23,283,,
2009,FORD,TAURUS X,SUV,3.5,6,A6,X,14.4,9.9,12.4,23,285,,
2009,FORD,TAURUS X AWD,SUV,3.5,6,A6,X,15.2,10.7,13.2,21,304,,
2009,GMC,ACADIA,SUV,3.6,6,A6,X,14.3,9.9,12.3,23,283,,
2009,GMC,ACADIA AWD,SUV,3.6,6,A6,X,14.7,10.4,12.8,22,294,,
2009,GMC,CANYON,PICKUP TRUCK - SMALL,2.9,4,A4,X,13.0,9.9,11.6,24,267,,
2009,GMC,CANYON,PICKUP TRUCK - SMALL,2.9,4,M5,X,13.1,9.7,11.6,24,267,,
2009,GMC,CANYON,PICKUP TRUCK - SMALL,3.7,5,A4,X,14.0,10.3,12.4,23,285,,
2009,GMC,CANYON,PICKUP TRUCK - SMALL,5.3,8,A4,X,15.2,11.3,13.5,21,311,,
2009,GMC,CANYON 4X4,PICKUP TRUCK - SMALL,2.9,4,A4,X,13.4,10.3,12.0,24,276,,
2009,GMC,CANYON 4X4,PICKUP TRUCK - SMALL,2.9,4,M5,X,13.5,10.1,12.0,24,276,,
2009,GMC,CANYON 4X4,PICKUP TRUCK - SMALL,3.7,5,A4,X,14.3,10.5,12.6,22,290,,
2009,GMC,CANYON 4X4,PICKUP TRUCK - SMALL,5.3,8,A4,X,16.5,12.5,14.7,19,338,,
2009,GMC,CANYON CHASSIS CAB,PICKUP TRUCK - SMALL,3.7,5,A4,X,15.4,11.9,13.8,20,317,,
2009,GMC,CANYON CHASSIS CAB 4X4,PICKUP TRUCK - SMALL,3.7,5,A4,X,15.0,11.1,13.2,21,304,,
2009,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,2.9,4,A4,X,13.0,9.9,11.6,24,267,,
2009,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,2.9,4,M5,X,13.1,9.7,11.6,24,267,,
2009,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,3.7,5,A4,X,14.2,10.4,12.5,23,288,,
2009,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,5.3,8,A4,X,15.2,11.3,13.5,21,311,,
2009,GMC,CANYON CREW CAB 4X4,PICKUP TRUCK - SMALL,3.7,5,A4,X,15.0,11.1,13.2,21,304,,
2009,GMC,CANYON CREW CAB 4X4,PICKUP TRUCK - SMALL,5.3,8,A4,X,16.5,12.5,14.7,19,338,,
2009,GMC,ENVOY 4X4,SUV,4.2,6,A4,X,16.9,11.9,14.7,19,338,,
2009,GMC,ENVOY 4X4,SUV,5.3,8,A4,X,16.5,11.7,14.3,20,329,,
2009,GMC,SAVANA CARGO,VAN - CARGO,4.3,6,A4,X,15.7,11.8,14.0,20,322,,
2009,GMC,SAVANA CARGO,VAN - CARGO,5.3,8,A4,X,17.1,13.1,15.3,18,352,,
2009,GMC,SAVANA CARGO AWD,VAN - CARGO,5.3,8,A4,X,17.3,13.8,15.8,18,363,,
2009,GMC,SAVANA CARGO AWD FFV,VAN - CARGO,5.3,8,A4,X,17.3,13.8,15.8,18,363,,
2009,GMC,SAVANA CARGO AWD FFV,VAN - CARGO,5.3,8,A4,E,23.5,19.0,21.5,13,344,,
2009,GMC,SAVANA CARGO CONV,VAN - CARGO,5.3,8,A4,X,18.0,13.7,16.1,18,370,,
2009,GMC,SAVANA CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.3,16.5,17,380,,
2009,GMC,SAVANA CARGO CONV AWD FFV,VAN - CARGO,5.3,8,A4,X,18.3,14.3,16.5,17,380,,
2009,GMC,SAVANA CARGO CONV AWD FFV,VAN - CARGO,5.3,8,A4,E,24.7,19.8,22.5,13,360,,
2009,GMC,SAVANA CARGO CONV FFV,VAN - CARGO,5.3,8,A4,X,18.0,13.7,16.1,18,370,,
2009,GMC,SAVANA CARGO CONV FFV,VAN - CARGO,5.3,8,A4,E,24.2,18.9,21.8,13,349,,
2009,GMC,SAVANA CARGO FFV,VAN - CARGO,5.3,8,A4,X,17.1,13.1,15.3,18,352,,
2009,GMC,SAVANA CARGO FFV,VAN - CARGO,5.3,8,A4,E,23.0,18.1,20.8,14,333,,
2009,GMC,SAVANA PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.0,13.7,16.1,18,370,,
2009,GMC,SAVANA PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.3,16.5,17,380,,
2009,GMC,SAVANA PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,X,18.3,14.3,16.5,17,380,,
2009,GMC,SAVANA PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,E,24.7,19.8,22.5,13,360,,
2009,GMC,SAVANA PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,X,18.0,13.7,16.1,18,370,,
2009,GMC,SAVANA PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,E,24.2,18.9,21.8,13,349,,
2009,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.7,11.8,14.0,20,322,,
2009,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16.4,12.5,14.6,19,336,,
2009,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.2,11.9,14.2,20,327,,
2009,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.2,11.7,14.1,20,324,,
2009,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.0,8,A6,X,16.8,11.9,14.6,19,336,,
2009,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.6,13.3,15.1,19,347,,
2009,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.1,13.0,15.3,18,352,,
2009,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.4,12.1,14.5,19,334,,
2009,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.5,11.9,14.4,20,331,,
2009,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,6.0,8,A6,X,17.4,12.1,15.0,19,345,,
2009,GMC,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.7,12.5,14.8,19,340,,
2009,GMC,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,22.4,17.0,20.0,14,320,,
2009,GMC,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.5,11.9,14.4,20,331,,
2009,GMC,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.3,16.0,19.5,14,312,,
2009,GMC,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,19.6,12.7,16.5,17,380,,
2009,GMC,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,6.2,8,A6,E,24.9,17.3,21.5,13,344,,
2009,GMC,SIERRA 4X4 HYBRID,PICKUP TRUCK - STANDARD,6.0,8,AV,X,11.9,11.5,11.8,24,271,,
2009,GMC,SIERRA DENALI 4X4 FFV,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,19.6,12.7,16.5,17,380,,
2009,GMC,SIERRA DENALI 4X4 FFV,PICKUP TRUCK - STANDARD,6.2,8,A6,E,24.9,17.3,21.5,13,344,,
2009,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.2,11.8,14.2,20,327,,
2009,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,21.0,15.7,18.6,15,298,,
2009,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.2,11.7,14.1,20,324,,
2009,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.1,15.7,19.2,15,307,,
2009,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,18.8,12.5,16.0,18,368,,
2009,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,6.2,8,A6,E,24.1,16.9,20.9,14,334,,
2009,GMC,SIERRA HYBRID,PICKUP TRUCK - STANDARD,6.0,8,AV,X,11.2,10.9,11.0,26,253,,
2009,GMC,SIERRA XFE FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.2,11.3,14.0,20,322,,
2009,GMC,SIERRA XFE FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.4,15.0,18.5,15,296,,
2009,GMC,YUKON,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331,,
2009,GMC,YUKON 4X4 FFV,SUV,5.3,8,A6,X,16.8,11.8,14.5,19,334,,
2009,GMC,YUKON 4X4 FFV,SUV,5.3,8,A6,E,22.8,15.8,19.6,14,314,,
2009,GMC,YUKON DENALI AWD FFV,SUV,6.2,8,A6,Z,19.6,12.7,16.5,17,380,,
2009,GMC,YUKON DENALI AWD FFV,SUV,6.2,8,A6,E,24.9,17.3,21.5,13,344,,
2009,GMC,YUKON FFV,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331,,
2009,GMC,YUKON FFV,SUV,5.3,8,A6,E,22.7,15.5,19.5,14,312,,
2009,GMC,YUKON HYBRID,SUV,6.0,8,AV,X,11.2,10.9,11.0,26,253,,
2009,GMC,YUKON HYBRID 4X4,SUV,6.0,8,AV,X,11.9,11.5,11.8,24,271,,
2009,GMC,YUKON XFE FFV,SUV,5.3,8,A6,X,16.0,11.0,13.7,21,315,,
2009,GMC,YUKON XFE FFV,SUV,5.3,8,A6,E,21.1,14.2,18.0,16,288,,
2009,GMC,YUKON XL,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331,,
2009,GMC,YUKON XL,SUV,6.0,8,A6,X,17.3,11.9,14.9,19,343,,
2009,GMC,YUKON XL FFV,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331,,
2009,GMC,YUKON XL FFV,SUV,5.3,8,A6,E,22.7,15.5,19.5,14,312,,
2009,HONDA,ACCORD 2DR COUPE,COMPACT,2.4,4,A5,X,11.3,7.8,9.7,29,223,,
2009,HONDA,ACCORD 2DR COUPE,COMPACT,2.4,4,M5,X,10.8,7.6,9.4,30,216,,
2009,HONDA,ACCORD 2DR COUPE,COMPACT,3.5,6,A5,X,12.5,8.2,10.5,27,242,,
2009,HONDA,ACCORD 2DR COUPE,COMPACT,3.5,6,M6,X,14.2,9.3,11.9,24,274,,
2009,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,2.4,4,A5,X,11.3,7.8,9.7,29,223,,
2009,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,2.4,4,M5,X,10.8,7.6,9.4,30,216,,
2009,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,3.5,6,A5,X,12.5,8.0,10.4,27,239,,
2009,HONDA,CIVIC,SUBCOMPACT,1.8,4,A5,X,9.5,6.8,8.3,34,191,,
2009,HONDA,CIVIC,SUBCOMPACT,1.8,4,M5,X,8.6,6.5,7.7,37,177,,
2009,HONDA,CIVIC,SUBCOMPACT,2.0,4,M6,Z,11.6,8.1,10.0,28,230,,
2009,HONDA,CIVIC HYBRID,COMPACT,1.3,4,AV,X,5.8,5.2,5.5,51,127,,
2009,HONDA,CR-V,SUV,2.4,4,A5,X,11.7,8.7,10.3,27,237,,
2009,HONDA,CR-V AWD,SUV,2.4,4,A5,X,12.1,9.3,10.8,26,248,,
2009,HONDA,ELEMENT,SUV,2.4,4,A5,X,11.9,9.6,10.9,26,251,,
2009,HONDA,ELEMENT AWD,SUV,2.4,4,A5,X,12.5,9.8,11.3,25,260,,
2009,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.6,7.5,38,173,,
2009,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.4,6.8,7.7,37,177,,
2009,HONDA,ODYSSEY,MINIVAN,3.5,6,A5,X,14.9,10.1,12.7,22,292,,
2009,HONDA,ODYSSEY EX-L/TOURING,MINIVAN,3.5,6,A5,X,13.8,9.3,11.8,24,271,,
2009,HONDA,PILOT,SUV,3.5,6,A5,X,14.3,10.3,12.5,23,288,,
2009,HONDA,PILOT AWD,SUV,3.5,6,A5,X,14.7,10.7,12.9,22,297,,
2009,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.7,11.5,13.9,20,320,,
2009,HONDA,S2000,TWO-SEATER,2.2,4,M6,Z,13.3,9.9,11.8,24,271,,
2009,HUMMER,H3 4X4,SUV,3.7,5,A4,X,16.4,12.9,14.8,19,340,,
2009,HUMMER,H3 4X4,SUV,3.7,5,M5,X,16.7,12.8,14.9,19,343,,
2009,HUMMER,H3 4X4,SUV,5.3,8,A4,X,18.1,14.7,16.6,17,382,,
2009,HUMMER,H3T 4X4,PICKUP TRUCK - STANDARD,3.7,5,A4,X,16.4,12.9,14.8,19,340,,
2009,HUMMER,H3T 4X4,PICKUP TRUCK - STANDARD,3.7,5,M5,X,16.7,12.8,14.9,19,343,,
2009,HUMMER,H3T 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.2,14.9,16.7,17,384,,
2009,HYUNDAI,ACCENT,COMPACT,1.6,4,A4,X,9.2,6.7,8.1,35,186,,
2009,HYUNDAI,ACCENT,COMPACT,1.6,4,M5,X,8.6,7.2,8.0,35,184,,
2009,HYUNDAI,AZERA,FULL-SIZE,3.8,6,AS5,X,13.7,9.3,11.7,24,269,,
2009,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,A4,X,9.5,7.2,8.4,34,193,,
2009,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M5,X,9.7,7.2,8.6,33,198,,
2009,HYUNDAI,ELANTRA TOURING,STATION WAGON - SMALL,2.0,4,A4,X,10.0,7.8,9.0,31,207,,
2009,HYUNDAI,ELANTRA TOURING,STATION WAGON - SMALL,2.0,4,M5,X,10.2,7.6,9.1,31,209,,
2009,HYUNDAI,ENTOURAGE,MINIVAN,3.8,6,AS5,X,14.8,10.4,12.8,22,294,,
2009,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,AS6,X,12.9,8.6,10.9,26,251,,
2009,HYUNDAI,GENESIS,FULL-SIZE,4.6,8,AS6,Z,14.2,9.6,12.1,23,278,,
2009,HYUNDAI,SANTA FE,SUV,2.7,6,AS4,X,12.9,9.8,11.5,25,265,,
2009,HYUNDAI,SANTA FE,SUV,2.7,6,M5,X,13.6,9.8,11.9,24,274,,
2009,HYUNDAI,SANTA FE,SUV,3.3,6,AS5,X,13.7,9.9,12.0,24,276,,
2009,HYUNDAI,SANTA FE 4X4,SUV,3.3,6,AS5,X,14.2,9.9,12.3,23,283,,
2009,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS5,X,10.9,7.4,9.3,30,214,,
2009,HYUNDAI,SONATA,FULL-SIZE,2.4,4,M5,X,11.1,7.4,9.4,30,216,,
2009,HYUNDAI,SONATA,FULL-SIZE,3.3,6,AS5,X,12.2,8.2,10.4,27,239,,
2009,HYUNDAI,TUCSON,SUV,2.0,4,AS4,X,11.6,9.5,10.6,27,244,,
2009,HYUNDAI,TUCSON,SUV,2.0,4,M5,X,11.9,9.0,10.6,27,244,,
2009,HYUNDAI,TUCSON,SUV,2.7,6,AS4,X,12.8,9.9,11.5,25,265,,
2009,HYUNDAI,TUCSON 4X4,SUV,2.7,6,AS4,X,13.1,10.4,11.9,24,274,,
2009,HYUNDAI,VERACRUZ,SUV,3.8,6,AS6,X,15.0,10.3,12.9,22,297,,
2009,HYUNDAI,VERACRUZ 4X4,SUV,3.8,6,AS6,X,15.5,10.6,13.3,21,306,,
2009,INFINITI,EX35 AWD,SUV,3.5,6,AS5,Z,14.5,10.1,12.5,23,288,,
2009,INFINITI,FX35 AWD,SUV,3.5,6,AS7,Z,14.9,11.0,13.1,22,301,,
2009,INFINITI,FX50 AWD,SUV,5.0,8,AS7,Z,16.3,11.9,14.3,20,329,,
2009,INFINITI,G37,MID-SIZE,3.7,6,AS7,Z,13.2,9.0,11.3,25,260,,
2009,INFINITI,G37 COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.2,9.0,11.3,25,260,,
2009,INFINITI,G37 COUPE SPORT,SUBCOMPACT,3.7,6,M6,Z,13.7,9.3,11.7,24,269,,
2009,INFINITI,G37 SPORT,MID-SIZE,3.7,6,M6,Z,13.7,9.3,11.7,24,269,,
2009,INFINITI,G37X AWD,MID-SIZE,3.7,6,AS7,Z,13.3,9.3,11.5,25,265,,
2009,INFINITI,G37X AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.3,11.5,25,265,,
2009,INFINITI,M35,FULL-SIZE,3.5,6,AS7,Z,14.2,9.6,12.1,23,278,,
2009,INFINITI,M35X,FULL-SIZE,3.5,6,AS5,Z,14.9,10.7,13.0,22,299,,
2009,INFINITI,M45,FULL-SIZE,4.5,8,AS5,Z,15.1,11.1,13.3,21,306,,
2009,INFINITI,M45X,FULL-SIZE,4.5,8,AS5,Z,16.8,12.0,14.6,19,336,,
2009,INFINITI,QX56 4WD,SUV,5.6,8,A5,Z,19.1,13.8,16.8,17,386,,
2009,JAGUAR,SUPER V8 #,FULL-SIZE,4.2,8,A6,Z,15.5,10.7,13.4,21,308,,
2009,JAGUAR,VANDEN PLAS,FULL-SIZE,4.2,8,A6,Z,14.6,9.6,12.3,23,283,,
2009,JAGUAR,XF,MID-SIZE,4.2,8,A6,Z,14.9,9.5,12.5,23,288,,
2009,JAGUAR,XF SUPERCHARGED #,MID-SIZE,4.2,8,A6,Z,16.2,10.3,13.5,21,311,,
2009,JAGUAR,XJ8,COMPACT,4.2,8,A6,Z,14.4,9.5,12.2,23,281,,
2009,JAGUAR,XJ8L,FULL-SIZE,4.2,8,A6,Z,14.4,9.5,12.2,23,281,,
2009,JAGUAR,XJR #,COMPACT,4.2,8,A6,Z,15.5,10.7,13.4,21,308,,
2009,JAGUAR,XK,MINICOMPACT,4.2,8,A6,Z,14.7,9.5,12.3,23,283,,
2009,JAGUAR,XK CONVERTIBLE,MINICOMPACT,4.2,8,A6,Z,14.7,9.5,12.3,23,283,,
2009,JAGUAR,XKR #,MINICOMPACT,4.2,8,A6,Z,15.3,10.4,13.1,22,301,,
2009,JAGUAR,XKR CONVERTIBLE #,MINICOMPACT,4.2,8,A6,Z,15.3,10.4,13.1,22,301,,
2009,JEEP,COMMANDER 4X4,SUV,3.7,6,A5,X,16.3,12.5,14.6,19,336,,
2009,JEEP,COMMANDER 4X4 (MDS),SUV,5.7,8,A5,X,17.4,12.5,15.2,19,350,,
2009,JEEP,COMMANDER 4X4 FFV,SUV,4.7,8,A5,X,17.3,12.7,15.2,19,350,,
2009,JEEP,COMMANDER 4X4 FFV,SUV,4.7,8,A5,E,23.2,17.3,20.5,14,328,,
2009,JEEP,COMPASS,SUV,2.0,4,AV,X,10.3,8.7,9.6,29,221,,
2009,JEEP,COMPASS,SUV,2.4,4,AV,X,11.1,9.5,10.4,27,239,,
2009,JEEP,COMPASS,SUV,2.4,4,M5,X,10.2,8.5,9.4,30,216,,
2009,JEEP,COMPASS 4X4,SUV,2.4,4,AV,X,11.3,9.7,10.6,27,244,,
2009,JEEP,COMPASS 4X4,SUV,2.4,4,M5,X,10.4,8.6,9.6,29,221,,
2009,JEEP,GRAND CHEROKEE 4X4,SUV,3.7,6,A5,X,15.5,11.9,13.9,20,320,,
2009,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV,5.7,8,A5,X,17.2,12.5,15.1,19,347,,
2009,JEEP,GRAND CHEROKEE 4X4 FFV,SUV,4.7,8,A5,X,17.3,12.7,15.2,19,350,,
2009,JEEP,GRAND CHEROKEE 4X4 FFV,SUV,4.7,8,A5,E,23.2,17.3,20.5,14,328,,
2009,JEEP,GRAND CHEROKEE 4X4 SRT8,SUV,6.1,8,A5,Z,21.1,16.7,19.1,15,439,,
2009,JEEP,LIBERTY 4X4,SUV,3.7,6,A4,X,15.6,11.4,13.7,21,315,,
2009,JEEP,PATRIOT,SUV,2.0,4,AV,X,10.3,8.7,9.6,29,221,,
2009,JEEP,PATRIOT,SUV,2.4,4,AV,X,11.1,9.5,10.4,27,239,,
2009,JEEP,PATRIOT,SUV,2.4,4,M5,X,10.2,8.5,9.4,30,216,,
2009,JEEP,PATRIOT 4X4,SUV,2.4,4,AV,X,11.3,9.7,10.6,27,244,,
2009,JEEP,PATRIOT 4X4,SUV,2.4,4,M5,X,10.4,8.6,9.6,29,221,,
2009,JEEP,PATRIOT 4X4 TRAIL RATED,SUV,2.4,4,AV,X,12.0,11.1,11.6,24,267,,
2009,JEEP,WRANGLER 4X4,SUV,3.8,6,A4,X,16.0,12.3,14.3,20,329,,
2009,JEEP,WRANGLER 4X4,SUV,3.8,6,M6,X,15.7,12.7,14.4,20,331,,
2009,KIA,AMANTI,FULL-SIZE,3.8,6,AS5,X,14.2,9.7,12.2,23,281,,
2009,KIA,BORREGO 4X4,SUV,3.8,6,AS5,X,14.6,11.1,13.0,22,299,,
2009,KIA,BORREGO 4X4,SUV,4.6,8,AS6,X,16.1,11.4,14.0,20,322,,
2009,KIA,MAGENTIS,MID-SIZE,2.4,4,AS5,X,10.8,7.4,9.3,30,214,,
2009,KIA,MAGENTIS,MID-SIZE,2.4,4,M5,X,10.8,7.4,9.3,30,214,,
2009,KIA,MAGENTIS,MID-SIZE,2.7,6,AS5,X,11.9,8.3,10.3,27,237,,
2009,KIA,RIO,COMPACT,1.6,4,A4,X,8.9,6.7,8.0,35,184,,
2009,KIA,RIO,COMPACT,1.6,4,M5,X,8.5,7.1,7.9,36,182,,
2009,KIA,RONDO,STATION WAGON - MID-SIZE,2.4,4,AS4,X,12.0,8.9,10.6,27,244,,
2009,KIA,RONDO,STATION WAGON - MID-SIZE,2.7,6,AS5,X,13.0,9.1,11.3,25,260,,
2009,KIA,SEDONA,MINIVAN,3.8,6,AS5,X,14.8,10.4,12.8,22,294,,
2009,KIA,SORENTO 4X4,SUV,3.3,6,AS5,X,15.6,10.9,13.5,21,311,,
2009,KIA,SORENTO 4X4,SUV,3.8,6,AS5,X,15.6,11.5,13.8,20,317,,
2009,KIA,SPECTRA,MID-SIZE,2.0,4,A4,X,9.9,7.4,8.8,32,202,,
2009,KIA,SPECTRA,MID-SIZE,2.0,4,M5,X,10.1,7.8,9.1,31,209,,
2009,KIA,SPORTAGE,SUV,2.0,4,AS4,X,11.6,9.5,10.6,27,244,,
2009,KIA,SPORTAGE,SUV,2.0,4,M5,X,11.7,9.3,10.6,27,244,,
2009,KIA,SPORTAGE,SUV,2.7,6,AS4,X,12.8,10.1,11.5,25,265,,
2009,KIA,SPORTAGE 4X4,SUV,2.0,4,M5,X,12.2,9.8,11.2,25,258,,
2009,KIA,SPORTAGE 4X4,SUV,2.7,6,AS4,X,13.2,10.4,11.9,24,274,,
